ex_name,ex_version,ex_prompt_version,ex_number,timestamp,index,time,config_name,config_label,config_deployment,config_api_version,config_temperature,config_max_tokens,config_n_responses,config_stop,config_top_p,config_top_k,fact,measures,dependencies,node_tp,node_fp,node_fn,edges_tp,edges_fn,edges_fp,edges_precision,edges_recall,edges_f1,nodes_tp,nodes_fn,nodes_fp,nodes_precision,nodes_recall,nodes_f1,errors_dependencies_reversed,errors_dependencies_missing,errors_dependencies_extra,errors_measures_missing,errors_measures_extra,errors_fact_incorrect,errors_fact_false_fact,errors_attributes_shared_missing,errors_attributes_shared_extra,errors_attributes_shared_with_fact_root_missing,errors_attributes_shared_with_fact_root_extra,errors_miscellaneous_extra_disconnected_components,errors_miscellaneous_extra_tags
exercise-1,demand,rq4,1,2025-09-18T16-28-50,1,2.4352,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Description', 'to': 'Type', 'label': 'fp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],6,4,4,0.6,0.6,0.6,10,1,1,0.9091,0.9091,0.9091,0,4,4,0,1,False,0,0,0,0,0,0,False
exercise-1,demand,rq4,1,2025-09-18T16-28-52,1,1.9248,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Description', 'to': 'Type', 'label': 'fp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],6,4,4,0.6,0.6,0.6,10,1,1,0.9091,0.9091,0.9091,0,4,4,0,1,False,0,0,0,0,0,0,False
exercise-1,demand,rq4,1,2025-09-18T16-28-54,1,2.0179,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Description', 'to': 'Type', 'label': 'fp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],6,4,4,0.6,0.6,0.6,10,1,1,0.9091,0.9091,0.9091,0,4,4,0,1,False,0,0,0,0,0,0,False
exercise-1,demand,rq4,1,2025-09-18T16-28-57,1,3.0554,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Description', 'to': 'Type', 'label': 'fp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],6,4,4,0.6,0.6,0.6,10,1,1,0.9091,0.9091,0.9091,0,4,4,0,1,False,0,0,0,0,0,0,False
exercise-1,demand,rq4,1,2025-09-18T16-29-00,1,2.1261,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Description', 'to': 'Type', 'label': 'fp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],6,4,4,0.6,0.6,0.6,10,1,1,0.9091,0.9091,0.9091,0,4,4,0,1,False,0,0,0,0,0,0,False
exercise-1,demand,rq4,1,2025-09-18T16-29-01,1,1.9288,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Software', 'to': 'Type', 'label': 'tp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],7,3,3,0.7,0.7,0.7,10,1,1,0.9091,0.9091,0.9091,0,3,3,0,1,False,0,0,0,0,0,0,False
exercise-1,demand,rq4,1,2025-09-18T16-29-04,1,2.2328,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Software', 'to': 'Type', 'label': 'tp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],7,3,3,0.7,0.7,0.7,10,1,1,0.9091,0.9091,0.9091,0,3,3,0,1,False,0,0,0,0,0,0,False
exercise-1,demand,rq4,1,2025-09-18T16-29-06,1,2.2879,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Description', 'to': 'Type', 'label': 'fp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],6,4,4,0.6,0.6,0.6,10,1,1,0.9091,0.9091,0.9091,0,4,4,0,1,False,0,0,0,0,0,0,False
exercise-1,demand,rq4,1,2025-09-18T16-29-08,1,2.0663,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Description', 'to': 'Type', 'label': 'fp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],6,4,4,0.6,0.6,0.6,10,1,1,0.9091,0.9091,0.9091,0,4,4,0,1,False,0,0,0,0,0,0,False
exercise-1,demand,rq4,1,2025-09-18T16-29-10,1,2.2266,gpt,gpt4,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,['installationCount'],"[{'from': 'INSTALLATION', 'to': 'Computer', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'Software', 'label': 'tp'}, {'from': 'INSTALLATION', 'to': 'installationCount', 'label': 'fp'}, {'from': 'Computer', 'to': 'Model', 'label': 'tp'}, {'from': 'Model', 'to': 'Brand', 'label': 'fp'}, {'from': 'Brand', 'to': 'Supplier', 'label': 'tp'}, {'from': 'Supplier', 'to': 'City', 'label': 'tp'}, {'from': 'City', 'to': 'Address', 'label': 'fp'}, {'from': 'Software', 'to': 'Description', 'label': 'tp'}, {'from': 'Description', 'to': 'Type', 'label': 'fp'}]","['description', 'address', 'type', 'computer', 'supplier', 'software', 'installation', 'city', 'brand', 'model']",['installationcount'],['date'],6,4,4,0.6,0.6,0.6,10,1,1,0.9091,0.9091,0.9091,0,4,4,0,1,False,0,0,0,0,0,0,False
