ex_name,ex_version,ex_prompt_version,timestamp,index,config_name,config_label,config_deployment,config_api_version,config_temperature,config_max_tokens,config_n_responses,config_stop,config_top_p,config_top_k,fact,measures,dependencies,node_tp,node_fp,node_fn,edges_tp,edges_fn,edges_fp,edges_precision,edges_recall,edges_f1,nodes_tp,nodes_fn,nodes_fp,nodes_precision,nodes_recall,nodes_f1
exercise-1,demand,rq5-example,2024-11-12T15-54-46,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,,"[{'from': 'computer', 'label': 'tp', 'to': 'model'}, {'from': 'model', 'label': 'fp', 'to': 'brand'}, {'from': 'brand', 'label': 'tp', 'to': 'supplier'}, {'from': 'supplier', 'label': 'tp', 'to': 'city'}, {'from': 'supplier', 'label': 'tp', 'to': 'address'}, {'from': 'software', 'label': 'tp', 'to': 'description'}, {'from': 'software', 'label': 'tp', 'to': 'type'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'computer'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'software'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'date'}]","['supplier', 'city', 'computer', 'software', 'type', 'date', 'address', 'installation', 'description', 'model', 'brand']",[],['address'],8,2,1,0.8,0.8,0.8,11,5,4,1.0,1.0,1.0
exercise-1,demand,rq5-example,2024-11-12T15-55-05,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,,"[{'from': 'computer', 'label': 'tp', 'to': 'model'}, {'from': 'model', 'label': 'fp', 'to': 'brand'}, {'from': 'brand', 'label': 'tp', 'to': 'supplier'}, {'from': 'supplier', 'label': 'tp', 'to': 'city'}, {'from': 'supplier', 'label': 'tp', 'to': 'address'}, {'from': 'software', 'label': 'tp', 'to': 'description'}, {'from': 'software', 'label': 'tp', 'to': 'type'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'computer'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'software'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'date'}]","['brand', 'description', 'installation', 'model', 'software', 'supplier', 'computer', 'city', 'date', 'address']",[],['address'],8,2,1,0.8,0.8,0.8,11,5,4,1.0,1.0,1.0
exercise-1,demand,rq5-example,2024-11-12T15-55-24,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,,"[{'from': 'computer', 'label': 'tp', 'to': 'model'}, {'from': 'model', 'label': 'fp', 'to': 'brand'}, {'from': 'brand', 'label': 'tp', 'to': 'supplier'}, {'from': 'supplier', 'label': 'tp', 'to': 'city'}, {'from': 'supplier', 'label': 'tp', 'to': 'address'}, {'from': 'software', 'label': 'tp', 'to': 'description'}, {'from': 'software', 'label': 'tp', 'to': 'type'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'computer'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'software'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'date'}]","['city', 'computer', 'brand', 'address', 'description', 'installation', 'model', 'date', 'type', 'supplier', 'software']",[],['address'],8,2,1,0.8,0.8,0.8,11,5,4,1.0,1.0,1.0
exercise-1,demand,rq5-example,2024-11-12T15-55-42,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,,"[{'from': 'computer', 'label': 'tp', 'to': 'model'}, {'from': 'computer', 'label': 'tp', 'to': 'brand'}, {'from': 'brand', 'label': 'tp', 'to': 'supplier'}, {'from': 'supplier', 'label': 'tp', 'to': 'city'}, {'from': 'supplier', 'label': 'tp', 'to': 'address'}, {'from': 'software', 'label': 'tp', 'to': 'description'}, {'from': 'software', 'label': 'tp', 'to': 'type'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'computer'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'software'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'date'}]","['address', 'type', 'installation', 'city', 'date', 'model', 'brand', 'computer', 'description', 'supplier', 'software']",[],['address'],10,2,1,0.8125,0.8125,0.8125,11,5,4,1.0,1.0,1.0
exercise-1,demand,rq5-example,2024-11-12T15-56-03,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,INSTALLATION,,"[{'from': 'computer', 'label': 'tp', 'to': 'model'}, {'from': 'computer', 'label': 'tp', 'to': 'brand'}, {'from': 'brand', 'label': 'tp', 'to': 'supplier'}, {'from': 'supplier', 'label': 'tp', 'to': 'city'}, {'from': 'supplier', 'label': 'tp', 'to': 'address'}, {'from': 'software', 'label': 'tp', 'to': 'description'}, {'from': 'software', 'label': 'tp', 'to': 'type'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'computer'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'software'}, {'from': 'INSTALLATION', 'label': 'tp', 'to': 'date'}]","['installation', 'model', 'city', 'software', 'address', 'computer', 'brand', 'description', 'supplier', 'type', 'date']",[],['address'],10,2,1,0.8125,0.8125,0.8125,11,5,4,1.0,1.0,1.0
exercise-2,demand,rq5-example,2024-11-12T15-56-22,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'label': 'fp', 'to': 'type'}, {'from': 'store', 'label': 'tp', 'to': 'storeName'}, {'from': 'store', 'label': 'tp', 'to': 'address'}, {'from': 'store', 'label': 'tp', 'to': 'region'}, {'from': 'region', 'label': 'tp', 'to': 'state'}, {'from': 'state', 'label': 'tp', 'to': 'country'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'quantity'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'revenue'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'unitPrice'}, {'from': 'PURCHASE', 'label': 'fp', 'to': 'articleName'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'store'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'date'}]","['revenue', 'store', 'quantity', 'region', 'type', 'purchase', 'storename', 'state', 'country', 'articlename', 'unitprice', 'date', 'address']",[],['article'],10,2,1,0.8333,0.7692,0.8,17,5,4,1.0,0.9286,0.963
exercise-2,demand,rq5-example,2024-11-12T15-56-42,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'label': 'fp', 'to': 'type'}, {'from': 'store', 'label': 'tp', 'to': 'storeName'}, {'from': 'store', 'label': 'tp', 'to': 'address'}, {'from': 'store', 'label': 'tp', 'to': 'region'}, {'from': 'region', 'label': 'tp', 'to': 'state'}, {'from': 'state', 'label': 'tp', 'to': 'country'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'quantity'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'revenue'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'unitPrice'}, {'from': 'PURCHASE', 'label': 'fp', 'to': 'articleName'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'store'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'date'}]","['storename', 'purchase', 'address', 'store', 'revenue', 'state', 'quantity', 'country', 'unitprice', 'type', 'articlename', 'region', 'date']",[],['article'],10,2,1,0.8333,0.7692,0.8,17,5,4,1.0,0.9286,0.963
exercise-2,demand,rq5-example,2024-11-12T15-57-02,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'label': 'fp', 'to': 'type'}, {'from': 'store', 'label': 'tp', 'to': 'storeName'}, {'from': 'store', 'label': 'tp', 'to': 'address'}, {'from': 'store', 'label': 'tp', 'to': 'region'}, {'from': 'region', 'label': 'tp', 'to': 'state'}, {'from': 'state', 'label': 'tp', 'to': 'country'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'quantity'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'revenue'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'unitPrice'}, {'from': 'PURCHASE', 'label': 'fp', 'to': 'articleName'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'store'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'date'}]","['state', 'region', 'store', 'address', 'unitprice', 'type', 'articlename', 'purchase', 'quantity', 'date', 'country', 'storename', 'revenue']",[],['article'],10,2,1,0.8333,0.7692,0.8,17,5,4,1.0,0.9286,0.963
exercise-2,demand,rq5-example,2024-11-12T15-57-23,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'label': 'fp', 'to': 'type'}, {'from': 'store', 'label': 'tp', 'to': 'storeName'}, {'from': 'store', 'label': 'tp', 'to': 'address'}, {'from': 'store', 'label': 'tp', 'to': 'region'}, {'from': 'region', 'label': 'tp', 'to': 'state'}, {'from': 'state', 'label': 'tp', 'to': 'country'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'quantity'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'revenue'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'unitPrice'}, {'from': 'PURCHASE', 'label': 'fp', 'to': 'articleName'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'store'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'date'}]","['purchase', 'storename', 'state', 'address', 'unitprice', 'store', 'articlename', 'type', 'date', 'country', 'revenue', 'quantity', 'region']",[],['article'],10,2,1,0.8333,0.7692,0.8,17,5,4,1.0,0.9286,0.963
exercise-2,demand,rq5-example,2024-11-12T15-57-42,1,gpt,gpt4o,gpt-4o,2024-04-01-preview,0.1,,1,,0.9,5,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'label': 'fp', 'to': 'type'}, {'from': 'store', 'label': 'tp', 'to': 'storeName'}, {'from': 'store', 'label': 'tp', 'to': 'address'}, {'from': 'store', 'label': 'tp', 'to': 'region'}, {'from': 'region', 'label': 'tp', 'to': 'state'}, {'from': 'state', 'label': 'tp', 'to': 'country'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'quantity'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'revenue'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'unitPrice'}, {'from': 'PURCHASE', 'label': 'fp', 'to': 'articleName'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'store'}, {'from': 'PURCHASE', 'label': 'tp', 'to': 'date'}]","['revenue', 'address', 'type', 'unitprice', 'country', 'quantity', 'purchase', 'region', 'store', 'storename', 'articlename', 'state', 'date']",[],['article'],10,2,1,0.8333,0.7692,0.8,17,5,4,1.0,0.9286,0.963
